ORGANIZAÇÃO;SERVIÇO;NOME FANTASIA;CAPAC.; VALOR MENSAL 
"NOVA ""4E"" - ENTIDADE ESPECIALIZADA EM PESSOAS ESPECIAIS";Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência II de 7 Anos a 14 Anos e III a Partir de 15 Anos;NOVA 4-E;120;59260
"NOVA ""4E"" - ENTIDADE ESPECIALIZADA EM PESSOAS ESPECIAIS";SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA JOVENS E ADULTOS COM DEFICIÊNCIA - MODALIDADE RESIDÊNCIA INCLUSIVA;RESIDÊNCIA LAR NOVA 4E I;10;89434
"NOVA ""4E"" - ENTIDADE ESPECIALIZADA EM PESSOAS ESPECIAIS";SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA JOVENS E ADULTOS COM DEFICIÊNCIA - MODALIDADE RESIDÊNCIA INCLUSIVA;RESIDÊNCIA INCLUSIVA - CASA 1 E CASA 2;20;146594
NUCLEO ASSISTENCIAL FRATERNIDADE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;FRATERNIDADE;150;45331
NÚCLEO ASSISTENCIAL IRMÃO ALFREDO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;IRMÃO ALFREDO COEPE I;120;37738
NÚCLEO COMUNITÁRIO DE VILA TEREZINHA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;MORRO GRANDE;120;37738
NÚCLEO COMUNITÁRIO DE VILA TEREZINHA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA TEREZINHA;240;67535
NÚCLEO COMUNITÁRIO DE VILA TEREZINHA;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;0;160;83991
NÚCLEO CORAÇÃO MATERNO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CORAÇÃO MATERNO;180;55129
NÚCLEO CORAÇÃO MATERNO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;CORAÇÃO MATERNO;200;35790
NÚCLEO CRISTÃO CIDADANIA E VIDA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ESPAÇO CONVIVER E APRENDER;120;46902
NÚCLEO CRISTÃO CIDADANIA E VIDA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA NOVA GERAÇÃO;15;94257
NÚCLEO CRISTÃO CIDADANIA E VIDA;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;CASA MARIÁS;100;33050
NÚCLEO CRISTÃO CIDADANIA E VIDA;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;0;320;150549
NÚCLEO SOCIAL PAULISTANO ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PAULISTANO;240;67535
OBRA ASSISTENCIAL NOSSA SENHORA DO Ó;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NOSSA SENHORA DO Ó;240;67535
OBRA ASSISTENCIAL NOSSA SENHORA DO Ó;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;NOSSA SENHORA DO Ó;180;57021
OBRA DE PROMOÇÃO HUMANA SÃO SEBASTIÃO - OPHUSS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO SEBASTIÃO;120;41208
"OBRA FILANTRÓPICA E MISSIONÁRIA ""NOVO LAR BETANIA""";SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NOVO LAR BETANIA;120;41208
"OBRA FILANTRÓPICA E MISSIONÁRIA ""NOVO LAR BETANIA""";SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;NOVO LAR BETANIA;20;88280
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VILA FLÁVIA;120;37738
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ANTONIO PREVIATO;120;37738
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM TIETÊ;120;37738
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM SAPOPEMBA;60;31873
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP SÃO LUCAS;120;69335
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SÃO MATEUS I ;20;85948
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SÃO MATEUS III;20;88249
OBRA SOCIAL DA PARÓQUIA SÃO MATEUS APÓSTOLO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA SÃO MATEUS II;20;75464
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;LAURA VICUÑA;20;80341
OBRA SOCIAL DOM BOSCO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI JOVEM VEM VIVER;130;20967
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DOM BOSCO 5;220;107729
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DOM BOSCO 4;280;124408
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP 3;220;108103
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP 2;240;118468
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP 1;220;111867
OBRA SOCIAL DOM BOSCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NOSSA SENHORA APARECIDA;210;61243
OBRA SOCIAL DOM BOSCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTO ANTONIO;60;25332
OBRA SOCIAL DOM BOSCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO JOSÉ;180;55129
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;IRMÃ MARIA SANTOS COSTA;20;70996
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA ABRIGO MAMÃE MARGARIDA;20;79048
OBRA SOCIAL DOM BOSCO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA BOM PASTOR;180;55129
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA DE ACOLHIMENTO IRMÃO GENÉSIO DALMÔNICO;20;76914
OBRA SOCIAL DOM BOSCO;SCFV - MODALIDADE: CIRCO SOCIAL;0;800;277611
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;NOSSA SENHORA AUXILIADORA;20;75872
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SÃO DOMINGOS SÁVIO 1° NÚCLEO;20;76386
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA DE ACOLHIMENTO NOSSA SENHORA APARECIDA;20;84952
OBRA SOCIAL DOM BOSCO;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;MADRE MAZZARELLO;20;73803
OBRA SOCIAL DOM BOSCO;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE-MA DOM BOSCO;120;55055
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP 6;300;143715
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP 7;240;117264
OBRA SOCIAL DOM BOSCO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DOM BOSCO 8;160;78002
"OBRA SOCIAL SANTA EDWIGES - ""OSSE""";SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA DA CRIANÇA SANTA ANGELA;330;88834
"OBRA SOCIAL SANTA EDWIGES - ""OSSE""";SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SANTA EDWIGES;120;37738
OBRA SOCIAL SANTA RITA DE CÁSSIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CPC E CPA SÃO FRANCISCO DE ASSIS;120;37738
OBRA SOCIAL SANTA RITA DE CÁSSIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VIDA E CONVIVÊNCIA;120;37738
OBRA SOCIAL SANTA RITA DE CÁSSIA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO CARLOS;120;37738
OBRA SOCIAL SÃO BENEDITO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA MURIALDO;120;41208
OBRA SOCIAL SÃO BENEDITO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP SÃO BENEDITO;220;108163
OBRA SOCIAL SÃO BENEDITO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NADINO;120;41208
OBRAS ASSISTENCIAIS SÃO PEDRO APÓSTOLO - OASPA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SÃO PEDRO APÓSTOLO;180;60037
OBRAS EDUCACIONAIS E SOCIAIS FREI LUIZ AMIGO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO EDUCATIVO FREI LUIZ AMIGÓ - CEFLA;120;37738
OBRAS PROMOCIONAIS DE CRISTO RESSUSCITADO - ABRIGO REVIVER;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;ABRIGO REVIVER II;20;75464
OBRAS PROMOCIONAIS DE CRISTO RESSUSCITADO - ABRIGO REVIVER;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;ABRIGO REVIVER I;20;75464
OBRAS SOCIAIS DE VISTA ALEGRE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VISTA ALEGRE;300;89086
OBRAS SOCIAIS DE VISTA ALEGRE;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ JARDIM DOS FRANCOS;60;32737
OBRAS SOCIAIS DO JARDIM CLIMAX;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM CLIMAX;180;60037
OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI DOM ORIONE;130;20967
OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO EDUCACIONAL DOM ORIONE;300;82721
OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;NÚCLEO DE CONVIVÊNCIA PARA ADULTOS EM SITUAÇÃO DE RUA;DOM ORIONE;140;56506
OBRAS SOCIAIS SÃO BONIFACIO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA CRISTINA;180;60037
ONDACAIMA - ORGANIZAÇÃO NACIONAL DE DEFESA E APOIO DA CRIANÇA E ADOLESCENTE DO IDOSO E DO MEIO AMBIENTE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA DONA TINA I;120;43560
ONDACAIMA - ORGANIZAÇÃO NACIONAL DE DEFESA E APOIO DA CRIANÇA E ADOLESCENTE DO IDOSO E DO MEIO AMBIENTE;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;LAR DONA TINA II NHOCUNÉ;120;40476
ORGANIZAÇÃO DE AUXÍLIO FRATERNO - OAF;REPÚBLICA PARA ADULTOS  ;A CASA ACOLHE A RUA;45;14325
PAC - PROJETO AMIGOS DAS CRIANÇAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;AMIGOS DAS CRIANÇAS DE SÃO DOMINGOS;120;46216
PAC - PROJETO AMIGOS DAS CRIANÇAS;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF PIRITUBA;1000;67474
PAC - PROJETO AMIGOS DAS CRIANÇAS;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA DO PAC II;20;88249
PAC - PROJETO AMIGOS DAS CRIANÇAS;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;CASA DO PAC;15;75956
PROGRAMA COMUNITÁRIO DA RECONCILIAÇÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RECONCILIAÇÃO;360;94948
PROGRAMA SOCIAL GOTAS DE FLOR COM AMOR;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;ANÁLIA FRANCO;20;70178
PROGRAMA SOCIAL GOTAS DE FLOR COM AMOR;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA GOTAS  ;120;37738
PROJETO CASULO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CASULO;120;37738
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;PROCEDU NOVO PANTANAL;200;39328
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF PROCEDU NOVO PANTANAL;1.000;64558
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI PROCEDU LAJEADO;100;18446
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PROCEDU NOVO PANTANAL;120;41208
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI PROCEDU SANTO ANTONIO;200;39328
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;CENTRO DIA PARA IDOSO;CENTRO DIA PARA IDOSOS PROCEDU;30;88620
PROJETO CULTURAL EDUCACIONAL NOVO PANTANAL - PROCEDU;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF GUAIANASES;1.000;71058
PROJETO ESPERANÇA DE SÃO MIGUEL PAULISTA - PROJESP;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ PROJESP;120;31868
PROJETO ESPERANÇA DE SÃO MIGUEL PAULISTA - PROJESP;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;PENHA;120;67761
PROJETO ESPERANÇA DE SÃO MIGUEL PAULISTA - PROJESP;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;0;120;31868
PROJETO ESPERANÇA DE SÃO MIGUEL PAULISTA - PROJESP;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;0;120;31868
PROJETO ESPERANÇA DE SÃO MIGUEL PAULISTA - PROJESP;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF ITAIM PAULISTA II;1000;69694
PROMOÇÕES HUMANAS EUGENIO DE MAZENOD;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;TIJOLINHO;120;37738
PROMOÇÕES HUMANAS EUGENIO DE MAZENOD;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;TIJOLINHO;60;29070
PROMOVE AÇÃO SOCIO CULTURAL;SCFV - MODALIDADE: CIRCO SOCIAL;0;400;152614
PROMOVE AÇÃO SOCIO CULTURAL;Núcleo de Apoio a Inclusão Social Para Pessoas com Deficiência III a Partir de 15 Anos;PROGRAMA EDUCAR NO TRABALHO - PROJETO OFICINAS;120;68501
PROMOVE AÇÃO SOCIO CULTURAL;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;FELIZ IDADE;200;35195
PROMOVE AÇÃO SOCIO CULTURAL;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP PROMOVE - VILA ALBERTINA;120;57369
PROMOVE AÇÃO SOCIO CULTURAL;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;0;120;57397
PROVÍNCIA CARMELITANA DE SANTO ELIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTA TERESA DE JESUS;120;37738
PROVÍNCIA CARMELITANA DE SANTO ELIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NOSSA SENHORA DO CARMO;270;75128
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;VÍTIMAS DO SILÊNCIO;80;48579
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;ANJOS DO SOL;80;43733
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;CASA MARIA DA PENHA;100;33050
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;SPSCAVV DRA. MARIA AMÉLIA DE AZEVEDO;80;47672
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;SPSCAVV PEQUENOS SOBREVIVENTES;80;47498
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF ESTRELA DO AMANHÃ;1000;68489
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;VIDAS PRECIOSAS;80;49284
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;SPVV PEQUENOS GIRASSÓIS;80;43733
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às crianças e aos adolescentes vítimas de violência;SPSVV GIRASSOL AMARELO;80;47627
REDE CRIANÇA DE COMBATE À VIOLÊNCIA DOMÉSTICA;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;SPVV RAIOS DE SOL;80;49679
SAMARITANO SÃO FRANCISCO DE ASSIS;CENTRO DIA PARA IDOSO;CENTRO DIA SÃO FRANCISCO DE ASSIS;30;95360
SAMARITANO SÃO FRANCISCO DE ASSIS;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;ILPI TULIPAS MOOCA;30;96773
SAMARITANO SÃO FRANCISCO DE ASSIS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SAMARITANO;200;42028
SAMARITANO SÃO FRANCISCO DE ASSIS;CASA LAR;CASA LAR DOM LUCIANO MENDES DE ALMEIDA - CASA 1 E CASA 2;20;78192
SÃO PAULO WOMAN'S CLUB;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;CENTRO COMUNITÁRIO CASTELINHO;200;35790
SÃO PAULO WOMAN'S CLUB;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CENTRO COMUNITÁRIO CASTELINHO;90;34528
SÃO PAULO WOMAN'S CLUB;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO COMUNITÁRIO CASTELINHO;180;55129
SÃO PAULO WOMAN'S CLUB CLUBE PAULISTANO DE SENHORAS;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;CENTRO COMUNITÁRIO CASTELINHO;105;50949
SEARA BENDITA INSTITUIÇÃO ESPÍRITA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SEARA BENDITA;360;94948
SERVIÇO ASSISTENCIAL CAMILLE FLAMMARION;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CAMILLE FLAMMARION;120;41208
SERVIÇO PROMOCIONAL E SOCIAL DA PARÓQUIA DE SANTA CECÍLIA - SPES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CASA DE SÃO JOSÉ;240;67535
SERVIÇO SOCIAL E PROMOCIONAL SÃO PAULO DA CRUZ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SÃO PAULO DA CRUZ;100;34192
CENTRO SOCIOEDUCATIVO PERSEVERANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PERSEVERANÇA III;300;82721
CENTRO SOCIOEDUCATIVO PERSEVERANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PERSEVERANÇA I;180;55129
